player_id,course_name,round_id,round_date,hole_number,par,yards,stroke_index,score,score_vs_par
1,Silvermere Golf Club,43,2024-01-28,6,4,335,12,5,1
1,Silvermere Golf Club,43,2024-01-28,7,4,251,14,6,2
1,Silvermere Golf Club,43,2024-01-28,8,5,434,2,6,1
1,Silvermere Golf Club,43,2024-01-28,9,3,170,16,6,3
1,Silvermere Golf Club,43,2024-01-28,10,4,422,11,9,5
1,Silvermere Golf Club,43,2024-01-28,11,5,580,1,8,3
1,Silvermere Golf Club,43,2024-01-28,12,3,145,13,5,2
1,Silvermere Golf Club,43,2024-01-28,13,5,463,3,8,3
1,Silvermere Golf Club,43,2024-01-28,14,5,456,7,9,4
1,Silvermere Golf Club,43,2024-01-28,15,3,137,15,6,3
1,Silvermere Golf Club,43,2024-01-28,16,4,393,9,5,1
1,Silvermere Golf Club,43,2024-01-28,17,3,147,17,5,2
1,Silvermere Golf Club,43,2024-01-28,18,4,325,5,9,5
1,Godstone Golf Club,44,2024-03-03,1,4,303,13,5,1
1,Godstone Golf Club,44,2024-03-03,2,4,323,7,5,1
1,Godstone Golf Club,44,2024-03-03,3,5,490,5,7,2
1,Godstone Golf Club,44,2024-03-03,4,3,152,17,3,0
1,Godstone Golf Club,44,2024-03-03,5,4,388,1,7,3
1,Godstone Golf Club,44,2024-03-03,6,4,340,11,5,1
1,Godstone Golf Club,44,2024-03-03,7,5,517,3,7,2
1,Godstone Golf Club,44,2024-03-03,8,3,141,15,5,2
1,Godstone Golf Club,44,2024-03-03,9,4,385,9,7,3
1,Godstone Golf Club,44,2024-03-03,10,4,291,14,4,0
1,Godstone Golf Club,44,2024-03-03,11,4,348,8,4,0
1,Godstone Golf Club,44,2024-03-03,12,5,463,6,6,1
1,Godstone Golf Club,44,2024-03-03,13,3,176,18,4,1
1,Godstone Golf Club,44,2024-03-03,14,4,364,2,7,3
1,Godstone Golf Club,44,2024-03-03,15,4,374,12,6,2
1,Godstone Golf Club,44,2024-03-03,16,5,492,4,7,2
1,Godstone Golf Club,44,2024-03-03,17,3,161,16,4,1
1,Godstone Golf Club,44,2024-03-03,18,4,360,10,6,2
